# r f_numeric f_exact abs_error
0.030315209509847067 0.02940989296955273 0.029409987898350174 9.4928797444299162e-08
0.031274518668614873 0.030311461337821002 0.030311559677674262 9.8339853260576149e-08
0.032233901465758642 0.031211342720019131 0.0312114444792134 1.0175919426883007e-07
0.033193365985004365 0.032109546811753951 0.032109651998220787 1.05186466835272e-07
0.034152919619921888 0.033006082603300152 0.033006191224639755 1.086213396034319e-07
0.035112569157088269 0.033900958463565396 0.033901070527067076 1.1206350167963786e-07
0.036072320847041255 0.034794182211768034 0.034794297724429026 1.1551266099196766e-07
0.037032180465181239 0.035685761178990139 0.035685880147532982 1.1896854284348946e-07
0.037992153364202558 0.036575702261201742 0.036575824692090295 1.2243088855223849e-07
0.038952244519536203 0.037464011965236792 0.037464137864691098 1.2589945430629967e-07
0.039912458568803599 0.038350696448734636 0.038350825822744704 1.293740100674623e-07
0.040872799846257614 0.03923576155502391 0.039235894409362509 1.3285433859977491e-07
0.041833272413023558 0.040119212843761159 0.040119349183995769 1.3634023460912248e-07
0.042793880083556848 0.041001055617761267 0.041001195449265164 1.3983150389668131e-07
0.043754626449051252 0.041881294946740602 0.041881438274703281 1.4332796267890746e-07
0.044715514898198763 0.042759935688379151 0.042760082517816017 1.4682943686589178e-07
0.045676548635483719 0.04363698250690258 0.043637132842664059 1.5033576147849281e-07
0.046637730697560789 0.044512439889716419 0.044512593736496506 1.5384678008628638e-07
0.047599063967857951 0.045386312162245479 0.045386469524589731 1.573623442524541e-07
0.048560551189581247 0.046258603501161816 0.046258764383474933 1.6088231311744972e-07
0.04952219497745268 0.04712931794632174 0.047129482352874653 1.6440655291327655e-07
0.050483997828242366 0.047998459411483535 0.047998627346420117 1.6793493658184833e-07
0.051445962130199398 0.048866031693915575 0.048866203161258955 1.7146734337947223e-07
0.052408090171645272 0.049732038483146501 0.049732213486805031 1.7500365852990418e-07
0.053370384148723152 0.050596483368862126 0.050596661912635052 1.7854377292597645e-07
0.054332846172390592 0.051459369848038644 0.051459551935621455 1.8208758281040849e-07
0.055295478274823166 0.052320701331471542 0.052320886966461026 1.856349894843734e-07
0.056258282415210067 0.053180481149690928 0.053180670335590007 1.8918589907851446e-07
0.057221260485050003 0.054038712558367646 0.054038905298589936 1.9274022228926713e-07
0.058184414312972749 0.054895398743239142 0.054895595041113285 1.9629787414293665e-07
0.059147745669176376 0.055750542824641036 0.055750742683414865 1.9985877382916462e-07
0.060111256269469324 0.056604147861639822 0.05660435128448426 2.03422844437251e-07
0.061074947778967423 0.057456216855815999 0.057456423845828809 2.0699001281043738e-07
0.062038821815530859 0.058306752754777008 0.058306963314986401 2.1056020939325126e-07
0.0630028799528915 0.059155758455359787 0.059155972588727769 2.141333679817059e-07
0.063967123723586261 0.060003236806628418 0.0600034545160541 2.1770942568166696e-07
0.064931554621591295 0.060849190612577209 0.060849411900899888 2.2128832267986898e-07
0.065896174104793093 0.061693622634662076 0.061693847504664209 2.248700021328931e-07
0.066860983597281945 0.062536535594149595 0.062536764048559665 2.2845441007002254e-07
0.067825984491465277 0.063377932174283863 0.063378164215779076 2.3204149521283135e-07
0.068791178150060639 0.064217815022325458 0.064218050653534378 2.3563120891967326e-07
0.06975656590783913 0.065056186751351969 0.065056425974856974 2.3922350500527045e-07
0.070722149073409971 0.065893049942074872 0.065893292760414626 2.4281833975459133e-07
0.07168792893074627 0.066728407144413249 0.066728653560084908 2.4641567165917255e-07
0.072653906740643898 0.067562260878992947 0.067562510894454447 2.5001546150038578e-07
0.07362008374211905 0.068394613638577031 0.0683948672562492 2.5361767216902642e-07
0.07458646115368267 0.069225467889375059 0.069225725111643613 2.5722226855429131e-07
