# phi u x y
109.673 0.515643 -1.86237 0.540891
109.75 0.524589 -1.86593 0.389996
109.826 0.536372 -1.84883 0.240288
109.904 0.550954 -1.81256 0.094716
109.981 0.568285 -1.75913 -0.0441769
110.058 0.588301 -1.69085 -0.17433
110.136 0.610924 -1.61021 -0.294198
110.215 0.636056 -1.51973 -0.402744
110.294 0.663584 -1.42182 -0.499397
110.373 0.693375 -1.3187 -0.583984
110.452 0.725279 -1.21236 -0.656665
110.532 0.759125 -1.10453 -0.717848
110.612 0.794725 -0.996644 -0.768121
110.693 0.831875 -0.889878 -0.808189
110.774 0.870352 -0.785169 -0.838821
110.856 0.909919 -0.683233 -0.860809
110.938 0.950325 -0.584603 -0.874938
111.02 0.991307 -0.489655 -0.88196
111.102 1.03259 -0.398636 -0.882586
111.185 1.0739 -0.311694 -0.87747
111.268 1.11494 -0.228893 -0.867208
111.352 1.15543 -0.150237 -0.852337
111.436 1.19507 -0.075687 -0.833338
111.52 1.23358 -0.00516927 -0.810632
111.605 1.27066 0.0614101 -0.784591
111.689 1.30604 0.124158 -0.755538
111.774 1.33945 0.183188 -0.723754
111.86 1.37061 0.238613 -0.689478
111.945 1.3993 0.290545 -0.652915
112.031 1.42527 0.339087 -0.61424
112.117 1.44832 0.384333 -0.573599
112.203 1.46825 0.426369 -0.531113
112.289 1.4849 0.465265 -0.486884
112.376 1.49813 0.501079 -0.440992
112.462 1.50782 0.533855 -0.393504
112.549 1.51388 0.563621 -0.344472
112.635 1.51627 0.590389 -0.293935
112.722 1.51495 0.614155 -0.241925
112.809 1.50994 0.634897 -0.188462
112.895 1.50127 0.652575 -0.133562
112.982 1.48901 0.667129 -0.0772348
113.069 1.47327 0.67848 -0.0194883
113.155 1.45418 0.686528 0.0396717
113.241 1.43189 0.691148 0.100238
113.328 1.40658 0.692193 0.1622
113.413 1.37847 0.689491 0.225542
113.499 1.34778 0.68284 0.290237
113.585 1.31475 0.672013 0.356246
113.67 1.27965 0.656752 0.42351
113.755 1.24275 0.636768 0.491947
113.84 1.20434 0.611741 0.561446
113.924 1.1647 0.581322 0.631854
114.009 1.12414 0.545132 0.702973
114.092 1.08294 0.502769 0.774545
114.176 1.0414 0.453807 0.846243
114.259 0.999826 0.397815 0.917655
114.342 0.958496 0.334357 0.988272
114.424 0.917693 0.263018 1.05747
114.506 0.877687 0.183424 1.1245
114.588 0.838736 0.095268 1.18846
114.669 0.801086 -0.00165029 1.2483
114.75 0.764966 -0.107383 1.30283
114.831 0.73059 -0.221781 1.35067
114.911 0.698154 -0.344444 1.39032
114.991 0.667834 -0.474653 1.42016
115.07 0.639789 -0.611323 1.43851
115.149 0.614158 -0.752956 1.44369
115.227 0.59106 -0.897611 1.43413
115.305 0.570594 -1.04291 1.40848
115.383 0.552843 -1.18608 1.36568
115.461 0.537871 -1.32403 1.30519
115.538 0.525728 -1.45348 1.22697
115.615 0.516448 -1.57116 1.13169
115.691 0.510054 -1.67396 1.02065
115.768 0.506558 -1.75914 0.895829
115.844 0.505964 -1.82455 0.75977
115.921 0.50827 -1.86872 0.615461
115.997 0.513464 -1.89094 0.466158
116.074 0.52153 -1.89135 0.315197
116.151 0.532443 -1.8708 0.165808
116.227 0.546167 -1.83082 0.0209467
116.305 0.562658 -1.77344 -0.116833
116.382 0.581855 -1.70102 -0.245465
116.46 0.603684 -1.61614 -0.363407
116.538 0.628054 -1.52138 -0.469634
116.617 0.654858 -1.41924 -0.563594
116.696 0.683967 -1.31202 -0.645151
116.775 0.715237 -1.20178 -0.714502
116.855 0.748504 -1.0903 -0.772103
116.935 0.783586 -0.97906 -0.818589
117.016 0.820281 -0.86928 -0.854717
117.097 0.858374 -0.761914 -0.881304
117.178 0.897631 -0.657689 -0.899187
117.26 0.937806 -0.55714 -0.909192
117.342 0.978639 -0.460637 -0.91211
117.425 1.01986 -0.368418 -0.90868
117.507 1.06119 -0.280613 -0.899585
117.591 1.10235 -0.197272 -0.885445
117.674 1.14304 -0.118379 -0.866815
117.758 1.18297 -0.043875 -0.844188
117.842 1.22186 0.0263331 -0.818001
117.926 1.25941 0.0923583 -0.788632
118.011 1.29534 0.154326 -0.756413
118.096 1.32938 0.212367 -0.721628
118.181 1.36127 0.266611 -0.684521
118.267 1.39074 0.317183 -0.645301
118.352 1.41757 0.364203 -0.604142
118.438 1.44155 0.407776 -0.561194
118.524 1.46246 0.447999 -0.516578
118.61 1.48013 0.484955 -0.470397
118.697 1.49443 0.51871 -0.422734
118.783 1.50522 0.549317 -0.373656
118.87 1.51241 0.576813 -0.323217
118.956 1.51593 0.601218 -0.271459
119.043 1.51575 0.622534 -0.218415
119.13 1.51188 0.640748 -0.16411
119.216 1.50433 0.655824 -0.108563
119.303 1.49317 0.667712 -0.0517904
119.39 1.47849 0.676339 0.00619647
119.476 1.46041 0.681611 0.0653848
119.563 1.43908 0.683412 0.125761
119.649 1.41468 0.681604 0.187306
119.735 1.38741 0.676022 0.249996
119.821 1.35749 0.666477 0.313795
119.906 1.32516 0.652752 0.378654
119.992 1.29067 0.634602 0.444506
120.077 1.25429 0.611753 0.511258
120.162 1.21632 0.583903 0.578789
120.246 1.17702 0.550721 0.646938
120.33 1.13671 0.511849 0.715498
120.414 1.09567 0.466908 0.784208
120.498 1.05421 0.415499 0.852734
120.581 1.01262 0.357217 0.920668
120.664 0.971182 0.291658 0.987502
120.747 0.930188 0.218438 1.05263
120.829 0.889908 0.137212 1.1153
120.911 0.850605 0.0477068 1.17467
120.992 0.812529 -0.0502516 1.2297
121.073 0.775914 -0.15669 1.27924
121.154 0.740979 -0.271445 1.32198
121.234 0.707926 -0.394102 1.35649
121.314 0.676937 -0.523948 1.3812
121.393 0.648176 -0.659911 1.39453
121.472 0.621788 -0.800517 1.39488
121.551 0.597898 -0.943861 1.38075
121.629 0.576611 -1.08761 1.35085
121.707 0.558017 -1.22904 1.3042
121.785 0.542183 -1.3651 1.24028
121.862 0.529165 -1.49255 1.1591
121.939 0.519 -1.60814 1.06131
122.016 0.511715 -1.70875 0.948221
122.092 0.507326 -1.79164 0.821789
122.169 0.505838 -1.85462 0.684545
122.245 0.507251 -1.89616 0.539458
122.321 0.511557 -1.91556 0.389775
122.398 0.518741 -1.91289 0.23883
122.475 0.52878 -1.88901 0.089856
122.551 0.541643 -1.84544 -0.0541831
122.629 0.557287 -1.78424 -0.190726
122.706 0.575658 -1.70784 -0.317703
122.784 0.596685 -1.61887 -0.433575
122.862 0.620284 -1.51999 -0.537329
122.94 0.64635 -1.41377 -0.628441
123.019 0.674764 -1.30259 -0.706806
123.099 0.705385 -1.1886 -0.772665
123.178 0.738056 -1.07361 -0.826522
123.258 0.772599 -0.959177 -0.869066
123.339 0.80882 -0.846535 -0.901103
123.42 0.846506 -0.736665 -0.923502
123.501 0.885431 -0.630306 -0.937147
123.582 0.92535 -0.527994 -0.942907
123.664 0.966009 -0.430094 -0.941611
123.747 1.00714 -0.336832 -0.934032
123.83 1.04847 -0.248323 -0.920879
123.913 1.08971 -0.164598 -0.902795
123.996 1.13057 -0.0856221 -0.880353
124.08 1.17077 -0.0113154 -0.854063
124.164 1.21001 0.0584352 -0.82437
124.248 1.248 0.123763 -0.791663
124.333 1.28447 0.184812 -0.75628
124.417 1.31912 0.241731 -0.718509
124.503 1.35169 0.294668 -0.678597
124.588 1.38194 0.343763 -0.636755
124.674 1.40961 0.389148 -0.593159
124.759 1.43448 0.430944 -0.547959
124.845 1.45635 0.46926 -0.501277
124.931 1.47504 0.504188 -0.453217
125.018 1.4904 0.535806 -0.403861
125.104 1.50228 0.564175 -0.353278
125.191 1.51058 0.589342 -0.301522
125.277 1.51524 0.611334 -0.248639
125.364 1.5162 0.630161 -0.194662
125.451 1.51346 0.645816 -0.139619
125.537 1.50704 0.658274 -0.0835331
125.624 1.49698 0.667487 -0.0264235
125.664 1.4912 0.6706 -3.28499e-15
