# phi u x y
108.473 0.501921 -0.174495 1.98469
108.549 0.506683 -0.321614 1.94724
108.625 0.514304 -0.461759 1.88875
108.701 0.52476 -0.592246 1.81126
108.777 0.538017 -0.710901 1.71735
108.854 0.554031 -0.816125 1.60991
108.931 0.572743 -0.906915 1.49197
109.008 0.594081 -0.982833 1.36655
109.086 0.617955 -1.04394 1.23648
109.164 0.644258 -1.09072 1.10435
109.243 0.672866 -1.12394 0.972358
109.321 0.703636 -1.14463 0.842377
109.4 0.736406 -1.15391 0.715894
109.48 0.770995 -1.15299 0.594051
109.56 0.807205 -1.14304 0.477684
109.64 0.844823 -1.12523 0.367359
109.721 0.883617 -1.10063 0.263423
109.802 0.923344 -1.07022 0.166041
109.883 0.963744 -1.03489 0.075239
109.965 1.00455 -0.995428 -0.00906207
110.047 1.04549 -0.952524 -0.0870184
110.129 1.08627 -0.906774 -0.158839
110.212 1.12661 -0.858688 -0.224765
110.295 1.16622 -0.808702 -0.285058
110.378 1.20481 -0.757181 -0.339985
110.461 1.24209 -0.704432 -0.389811
110.545 1.27779 -0.650711 -0.434792
110.629 1.31162 -0.596225 -0.475173
110.713 1.34335 -0.541147 -0.511181
110.797 1.37271 -0.485614 -0.543023
110.881 1.39947 -0.429737 -0.57089
110.966 1.42344 -0.373602 -0.594948
111.05 1.4444 -0.317279 -0.615346
111.135 1.46221 -0.26082 -0.632208
111.22 1.47671 -0.204263 -0.645639
111.305 1.48779 -0.147639 -0.655723
111.39 1.49535 -0.09097 -0.662522
111.475 1.49934 -0.0342723 -0.666079
111.56 1.49972 0.0224404 -0.666415
111.645 1.49648 0.0791555 -0.66353
111.73 1.48965 0.13586 -0.657406
111.815 1.47929 0.192538 -0.648001
111.9 1.46547 0.249168 -0.635254
111.985 1.44831 0.305723 -0.619084
112.07 1.42795 0.362164 -0.599388
112.155 1.40453 0.418443 -0.57604
112.239 1.37826 0.474493 -0.548894
112.324 1.34933 0.530231 -0.517782
112.408 1.31797 0.58555 -0.482515
112.492 1.28443 0.640317 -0.442884
112.576 1.24895 0.694365 -0.39866
112.66 1.21182 0.747489 -0.349597
112.743 1.17332 0.799442 -0.295432
112.827 1.13372 0.849922 -0.235897
112.91 1.09332 0.898568 -0.170717
112.992 1.05242 0.944952 -0.0996223
113.075 1.01131 0.988567 -0.0223598
113.157 0.970265 1.02882 0.0612925
113.239 0.929581 1.06503 0.151506
113.32 0.88953 1.09641 0.248379
113.401 0.850374 1.12206 0.351906
113.482 0.812367 1.14101 0.461942
113.562 0.775745 1.15215 0.578167
113.642 0.740731 1.15434 0.700034
113.722 0.707531 1.14635 0.826732
113.801 0.676331 1.12697 0.957132
113.88 0.6473 1.09502 1.08976
113.959 0.620588 1.04948 1.22275
114.037 0.596325 0.989514 1.35388
114.115 0.574621 0.914617 1.48055
114.192 0.55557 0.824702 1.59991
114.269 0.539246 0.72019 1.70888
114.346 0.525707 0.602084 1.8044
114.423 0.514996 0.47199 1.88353
114.499 0.507143 0.332103 1.94366
114.575 0.502165 0.185132 1.98275
114.651 0.500073 0.034169 1.99942
114.727 0.500866 -0.117472 1.99308
114.803 0.504539 -0.26645 1.96402
114.879 0.511077 -0.409581 1.9133
114.955 0.520461 -0.544019 1.84275
115.032 0.53266 -0.667384 1.75474
115.108 0.547633 -0.777854 1.65208
115.185 0.565329 -0.874203 1.53776
115.262 0.58568 -0.955782 1.41483
115.34 0.608603 -1.02248 1.28621
115.418 0.633999 -1.07461 1.15458
115.496 0.661748 -1.11287 1.0223
115.575 0.691716 -1.13819 0.891361
115.654 0.723747 -1.15166 0.763398
115.733 0.757668 -1.15446 0.63968
115.813 0.793287 -1.1478 0.521154
115.893 0.830397 -1.13285 0.408485
115.973 0.868773 -1.1107 0.302097
116.054 0.908175 -1.08238 0.202218
116.135 0.948351 -1.04882 0.108923
116.217 0.989037 -1.01084 0.02217
116.299 1.02996 -0.96917 -0.0581717
116.381 1.07083 -0.924435 -0.132293
116.464 1.11137 -0.877181 -0.200426
116.546 1.15129 -0.827869 -0.262826
116.629 1.1903 -0.776891 -0.319757
116.713 1.22811 -0.724576 -0.371488
116.796 1.26444 -0.671196 -0.418278
116.88 1.29902 -0.616979 -0.460377
116.964 1.33157 -0.562107 -0.498019
117.048 1.36186 -0.506732 -0.531418
117.132 1.38963 -0.450974 -0.560773
117.217 1.41469 -0.394929 -0.586258
117.302 1.43681 -0.33867 -0.608028
117.386 1.45584 -0.282257 -0.626219
117.471 1.47161 -0.225733 -0.640941
117.556 1.48399 -0.169132 -0.652286
117.641 1.4929 -0.112478 -0.660326
117.726 1.49825 -0.0557892 -0.66511
117.811 1.5 0.000919219 -0.666666
117.896 1.49813 0.0576349 -0.665005
117.981 1.49266 0.114345 -0.660113
118.066 1.48363 0.171035 -0.651959
118.151 1.47112 0.227686 -0.640489
118.236 1.45521 0.284273 -0.625629
118.321 1.43604 0.340763 -0.607285
118.406 1.41377 0.39711 -0.585338
118.49 1.38855 0.453256 -0.559652
118.575 1.36061 0.509123 -0.530066
118.659 1.33014 0.564616 -0.4964
118.744 1.2974 0.61961 -0.458451
118.828 1.26262 0.673952 -0.415998
118.911 1.22609 0.727454 -0.3688
118.995 1.18807 0.779884 -0.316603
119.078 1.14886 0.830962 -0.259138
119.161 1.10873 0.88035 -0.196132
119.244 1.06798 0.927648 -0.127313
119.327 1.02691 0.972379 -0.052419
119.409 0.985812 1.01398 0.0287852
119.491 0.944959 1.05182 0.116493
119.572 0.904636 1.08512 0.210834
119.654 0.86511 1.11306 0.311844
119.735 0.826638 1.13468 0.419438
119.815 0.789464 1.14892 0.533365
119.895 0.753815 1.15464 0.653171
119.975 0.719903 1.15066 0.778151
120.055 0.687923 1.13574 0.907301
120.134 0.658051 1.10869 1.03928
120.212 0.630442 1.06842 1.17238
120.291 0.605236 1.01401 1.3045
120.368 0.582549 0.944811 1.43319
120.446 0.562482 0.860574 1.55567
120.523 0.545115 0.761516 1.66895
120.6 0.530514 0.648412 1.76993
120.677 0.518725 0.522639 1.85561
120.753 0.509785 0.386175 1.92322
120.829 0.503715 0.241546 1.9705
120.905 0.500527 0.0917152 1.99579
120.981 0.500226 -0.0600649 1.9982
121.057 0.502807 -0.21044 1.97767
121.133 0.50826 -0.356147 1.935
121.209 0.516567 -0.494192 1.87172
121.286 0.527702 -0.622004 1.79002
121.362 0.541628 -0.737545 1.69257
121.439 0.558298 -0.839358 1.58232
121.516 0.57765 -0.926583 1.4623
121.594 0.599608 -0.998908 1.33551
121.671 0.624078 -1.0565 1.20473
121.749 0.650949 -1.09993 1.07244
121.828 0.680093 -1.13004 0.940776
121.907 0.71136 -1.14787 0.811516
121.986 0.744585 -1.15458 0.686059
122.066 0.779584 -1.15137 0.565471
122.146 0.816154 -1.13943 0.450518
122.226 0.854077 -1.11988 0.341709
122.307 0.893119 -1.09379 0.239344
122.388 0.933032 -1.06212 0.14355
122.469 0.973555 -1.02573 0.0543259
122.551 1.01442 -0.985375 -0.028429
122.633 1.05535 -0.941734 -0.104885
122.715 1.09605 -0.895377 -0.175262
122.798 1.13624 -0.846796 -0.239806
122.881 1.17563 -0.796409 -0.298781
122.964 1.21393 -0.744566 -0.352454
123.048 1.25085 -0.691562 -0.401089
123.131 1.28612 -0.637638 -0.444939
123.215 1.31948 -0.582995 -0.484246
123.299 1.35065 -0.527796 -0.519231
123.384 1.3794 -0.472171 -0.550098
123.468 1.40551 -0.416224 -0.577032
123.553 1.42877 -0.360039 -0.600196
123.637 1.44899 -0.303679 -0.61973
123.722 1.46601 -0.247193 -0.635756
123.807 1.4797 -0.190617 -0.648374
123.892 1.48994 -0.133981 -0.657661
123.977 1.49664 -0.0773034 -0.663675
124.062 1.49976 -0.0206009 -0.666454
124.147 1.49927 0.0361135 -0.666014
124.232 1.49516 0.0928273 -0.662351
124.317 1.48748 0.149527 -0.65544
124.402 1.47627 0.206195 -0.645236
124.487 1.46164 0.26281 -0.631673
124.572 1.44369 0.319342 -0.614663
124.657 1.42257 0.375749 -0.594098
124.742 1.39845 0.431979 -0.569849
124.826 1.37152 0.487962 -0.541763
124.911 1.34198 0.54361 -0.509667
124.995 1.31007 0.598809 -0.473369
125.079 1.27604 0.653419 -0.432652
125.163 1.24014 0.707265 -0.387284
125.246 1.20266 0.760132 -0.337015
125.33 1.16386 0.811759 -0.281581
125.413 1.12404 0.861832 -0.22071
125.496 1.0835 0.909975 -0.154129
125.579 1.04252 0.955741 -0.0815691
125.661 1.00139 0.998604 -0.00278489
125.664 1 1 -4.89859e-15
